guid/image/axis,value
c54d4341-3c7e-4190-9d76-923a29bd3b33/0032/x,-11.091069
c54d4341-3c7e-4190-9d76-923a29bd3b33/0032/y,-0.01901916
c54d4341-3c7e-4190-9d76-923a29bd3b33/0032/z,48.12816
c54d4341-3c7e-4190-9d76-923a29bd3b33/0033/x,-11.090937
c54d4341-3c7e-4190-9d76-923a29bd3b33/0033/y,-0.018892532
c54d4341-3c7e-4190-9d76-923a29bd3b33/0033/z,48.127987
c54d4341-3c7e-4190-9d76-923a29bd3b33/0034/x,-8.32739
c54d4341-3c7e-4190-9d76-923a29bd3b33/0034/y,0.1340793
c54d4341-3c7e-4190-9d76-923a29bd3b33/0034/z,41.083645
c54d4341-3c7e-4190-9d76-923a29bd3b33/0035/x,-6.414979
c54d4341-3c7e-4190-9d76-923a29bd3b33/0035/y,0.24121614
c54d4341-3c7e-4190-9d76-923a29bd3b33/0035/z,34.660477
c54d4341-3c7e-4190-9d76-923a29bd3b33/0036/x,-5.7188463
c54d4341-3c7e-4190-9d76-923a29bd3b33/0036/y,0.2666215
c54d4341-3c7e-4190-9d76-923a29bd3b33/0036/z,31.968897
c54d4341-3c7e-4190-9d76-923a29bd3b33/0037/x,-6.8096194
c54d4341-3c7e-4190-9d76-923a29bd3b33/0037/y,-0.6424014
c54d4341-3c7e-4190-9d76-923a29bd3b33/0037/z,13.38664
c54d4341-3c7e-4190-9d76-923a29bd3b33/0038/x,1.8866925
c54d4341-3c7e-4190-9d76-923a29bd3b33/0038/y,-2.2672749
c54d4341-3c7e-4190-9d76-923a29bd3b33/0038/z,33.343372
c54d4341-3c7e-4190-9d76-923a29bd3b33/0039/x,5.356819
c54d4341-3c7e-4190-9d76-923a29bd3b33/0039/y,-1.0811749
c54d4341-3c7e-4190-9d76-923a29bd3b33/0039/z,19.012028
c54d4341-3c7e-4190-9d76-923a29bd3b33/0044/x,-0.970479
c54d4341-3c7e-4190-9d76-923a29bd3b33/0044/y,-3.0676744
c54d4341-3c7e-4190-9d76-923a29bd3b33/0044/z,34.320038
c54d4341-3c7e-4190-9d76-923a29bd3b33/0045/x,-0.8773975
c54d4341-3c7e-4190-9d76-923a29bd3b33/0045/y,-0.80666506
c54d4341-3c7e-4190-9d76-923a29bd3b33/0045/z,22.817377
c54d4341-3c7e-4190-9d76-923a29bd3b33/0046/x,-0.8803148
c54d4341-3c7e-4190-9d76-923a29bd3b33/0046/y,-0.57881504
c54d4341-3c7e-4190-9d76-923a29bd3b33/0046/z,11.814861
c54d4341-3c7e-4190-9d76-923a29bd3b33/0047/x,-0.8261586
c54d4341-3c7e-4190-9d76-923a29bd3b33/0047/y,-0.13112985
c54d4341-3c7e-4190-9d76-923a29bd3b33/0047/z,7.7044926
c54d4341-3c7e-4190-9d76-923a29bd3b33/0048/x,-0.8088642
c54d4341-3c7e-4190-9d76-923a29bd3b33/0048/y,0.034876652
c54d4341-3c7e-4190-9d76-923a29bd3b33/0048/z,5.6975203
c54d4341-3c7e-4190-9d76-923a29bd3b33/0049/x,-0.9071628
c54d4341-3c7e-4190-9d76-923a29bd3b33/0049/y,0.1799321
c54d4341-3c7e-4190-9d76-923a29bd3b33/0049/z,5.253739
c54d4341-3c7e-4190-9d76-923a29bd3b33/0050/x,-25.518473
c54d4341-3c7e-4190-9d76-923a29bd3b33/0050/y,-3.0711293
c54d4341-3c7e-4190-9d76-923a29bd3b33/0050/z,42.547157
c54d4341-3c7e-4190-9d76-923a29bd3b33/0051/x,-21.33659
c54d4341-3c7e-4190-9d76-923a29bd3b33/0051/y,-2.7291563
c54d4341-3c7e-4190-9d76-923a29bd3b33/0051/z,33.87553
c54d4341-3c7e-4190-9d76-923a29bd3b33/0052/x,8.558653
c54d4341-3c7e-4190-9d76-923a29bd3b33/0052/y,-1.8764144
c54d4341-3c7e-4190-9d76-923a29bd3b33/0052/z,26.907318
c54d4341-3c7e-4190-9d76-923a29bd3b33/0053/x,-11.555788
c54d4341-3c7e-4190-9d76-923a29bd3b33/0053/y,-2.4042027
c54d4341-3c7e-4190-9d76-923a29bd3b33/0053/z,14.671797
c54d4341-3c7e-4190-9d76-923a29bd3b33/0055/x,-12.800105
c54d4341-3c7e-4190-9d76-923a29bd3b33/0055/y,-0.050556473
c54d4341-3c7e-4190-9d76-923a29bd3b33/0055/z,16.365145
cae353f6-912b-47fe-863a-57e999677dda/0000/x,29.436386
cae353f6-912b-47fe-863a-57e999677dda/0000/y,-4.435057
cae353f6-912b-47fe-863a-57e999677dda/0000/z,35.662376
cae353f6-912b-47fe-863a-57e999677dda/0005/x,18.09629
cae353f6-912b-47fe-863a-57e999677dda/0005/y,-3.9027262
cae353f6-912b-47fe-863a-57e999677dda/0005/z,35.296936
cae353f6-912b-47fe-863a-57e999677dda/0006/x,18.096245
cae353f6-912b-47fe-863a-57e999677dda/0006/y,-3.9027388
cae353f6-912b-47fe-863a-57e999677dda/0006/z,35.296963
cae353f6-912b-47fe-863a-57e999677dda/0007/x,17.661554
cae353f6-912b-47fe-863a-57e999677dda/0007/y,-3.8807828
cae353f6-912b-47fe-863a-57e999677dda/0007/z,35.291023
cae353f6-912b-47fe-863a-57e999677dda/0008/x,18.995256
cae353f6-912b-47fe-863a-57e999677dda/0008/y,-4.114507
cae353f6-912b-47fe-863a-57e999677dda/0008/z,36.660656
cae353f6-912b-47fe-863a-57e999677dda/0009/x,18.100481
cae353f6-912b-47fe-863a-57e999677dda/0009/y,-4.0835614
cae353f6-912b-47fe-863a-57e999677dda/0009/z,36.68028
cae353f6-912b-47fe-863a-57e999677dda/0010/x,18.100481
cae353f6-912b-47fe-863a-57e999677dda/0010/y,-4.0835614
cae353f6-912b-47fe-863a-57e999677dda/0010/z,36.68028
cae353f6-912b-47fe-863a-57e999677dda/0011/x,18.100489
cae353f6-912b-47fe-863a-57e999677dda/0011/y,-4.08357
cae353f6-912b-47fe-863a-57e999677dda/0011/z,36.680313
cae353f6-912b-47fe-863a-57e999677dda/0012/x,18.100489
cae353f6-912b-47fe-863a-57e999677dda/0012/y,-4.08357
cae353f6-912b-47fe-863a-57e999677dda/0012/z,36.680313
cae353f6-912b-47fe-863a-57e999677dda/0013/x,-5.011327
cae353f6-912b-47fe-863a-57e999677dda/0013/y,-0.020323195
cae353f6-912b-47fe-863a-57e999677dda/0013/z,7.059144
cae353f6-912b-47fe-863a-57e999677dda/0015/x,-4.954144
cae353f6-912b-47fe-863a-57e999677dda/0015/y,0.5135611
cae353f6-912b-47fe-863a-57e999677dda/0015/z,3.7942977
cae353f6-912b-47fe-863a-57e999677dda/0016/x,-8.01718
cae353f6-912b-47fe-863a-57e999677dda/0016/y,-2.5055263
cae353f6-912b-47fe-863a-57e999677dda/0016/z,36.001366
cae353f6-912b-47fe-863a-57e999677dda/0017/x,-8.273649
cae353f6-912b-47fe-863a-57e999677dda/0017/y,-0.93902564
cae353f6-912b-47fe-863a-57e999677dda/0017/z,21.382065
cae353f6-912b-47fe-863a-57e999677dda/0018/x,11.2575445
cae353f6-912b-47fe-863a-57e999677dda/0018/y,-3.0163403
cae353f6-912b-47fe-863a-57e999677dda/0018/z,37.332825
cae353f6-912b-47fe-863a-57e999677dda/0019/x,0.4451957
cae353f6-912b-47fe-863a-57e999677dda/0019/y,0.011172946
cae353f6-912b-47fe-863a-57e999677dda/0019/z,5.8018255
cae353f6-912b-47fe-863a-57e999677dda/0020/x,0.66712844
cae353f6-912b-47fe-863a-57e999677dda/0020/y,-1.0376296
cae353f6-912b-47fe-863a-57e999677dda/0020/z,14.872619
cae353f6-912b-47fe-863a-57e999677dda/0021/x,0.58175105
cae353f6-912b-47fe-863a-57e999677dda/0021/y,-0.33542415
cae353f6-912b-47fe-863a-57e999677dda/0021/z,9.552988
cae353f6-912b-47fe-863a-57e999677dda/0022/x,-3.87953
cae353f6-912b-47fe-863a-57e999677dda/0022/y,0.030766316
cae353f6-912b-47fe-863a-57e999677dda/0022/z,7.764584
cae353f6-912b-47fe-863a-57e999677dda/0023/x,-3.5666914
cae353f6-912b-47fe-863a-57e999677dda/0023/y,-0.6532893
cae353f6-912b-47fe-863a-57e999677dda/0023/z,12.1374655
cae353f6-912b-47fe-863a-57e999677dda/0024/x,-1.8562087
cae353f6-912b-47fe-863a-57e999677dda/0024/y,-1.1061902
cae353f6-912b-47fe-863a-57e999677dda/0024/z,20.537457
cae353f6-912b-47fe-863a-57e999677dda/0025/x,0.47741857
cae353f6-912b-47fe-863a-57e999677dda/0025/y,-1.8299526
cae353f6-912b-47fe-863a-57e999677dda/0025/z,26.851149
cae353f6-912b-47fe-863a-57e999677dda/0026/x,0.4837379
cae353f6-912b-47fe-863a-57e999677dda/0026/y,-2.1752262
cae353f6-912b-47fe-863a-57e999677dda/0026/z,29.82468
cae353f6-912b-47fe-863a-57e999677dda/0027/x,1.5983613
cae353f6-912b-47fe-863a-57e999677dda/0027/y,-1.3058112
cae353f6-912b-47fe-863a-57e999677dda/0027/z,18.395187
cae353f6-912b-47fe-863a-57e999677dda/0028/x,1.6469209
cae353f6-912b-47fe-863a-57e999677dda/0028/y,-0.52504706
cae353f6-912b-47fe-863a-57e999677dda/0028/z,9.347708
cae353f6-912b-47fe-863a-57e999677dda/0029/x,1.6257807
cae353f6-912b-47fe-863a-57e999677dda/0029/y,-0.06254838
cae353f6-912b-47fe-863a-57e999677dda/0029/z,9.434111
cae353f6-912b-47fe-863a-57e999677dda/0030/x,0.0460249
cae353f6-912b-47fe-863a-57e999677dda/0030/y,-0.67872185
cae353f6-912b-47fe-863a-57e999677dda/0030/z,13.19648
cae353f6-912b-47fe-863a-57e999677dda/0031/x,0.603385
cae353f6-912b-47fe-863a-57e999677dda/0031/y,-0.9296659
cae353f6-912b-47fe-863a-57e999677dda/0031/z,15.026267
cae353f6-912b-47fe-863a-57e999677dda/0032/x,-3.5768716
cae353f6-912b-47fe-863a-57e999677dda/0032/y,-2.947697
cae353f6-912b-47fe-863a-57e999677dda/0032/z,42.48946
cae353f6-912b-47fe-863a-57e999677dda/0033/x,-6.0300617
cae353f6-912b-47fe-863a-57e999677dda/0033/y,-3.3149135
cae353f6-912b-47fe-863a-57e999677dda/0033/z,43.680588
cae353f6-912b-47fe-863a-57e999677dda/0034/x,-12.155133
cae353f6-912b-47fe-863a-57e999677dda/0034/y,-3.9796762
cae353f6-912b-47fe-863a-57e999677dda/0034/z,44.99401
cae353f6-912b-47fe-863a-57e999677dda/0035/x,-4.7590957
cae353f6-912b-47fe-863a-57e999677dda/0035/y,-4.3335643
cae353f6-912b-47fe-863a-57e999677dda/0035/z,48.119785
cae353f6-912b-47fe-863a-57e999677dda/0038/x,1.7112097
cae353f6-912b-47fe-863a-57e999677dda/0038/y,-1.3741348
cae353f6-912b-47fe-863a-57e999677dda/0038/z,13.447821
cae353f6-912b-47fe-863a-57e999677dda/0039/x,-0.90140414
cae353f6-912b-47fe-863a-57e999677dda/0039/y,-1.3319408
cae353f6-912b-47fe-863a-57e999677dda/0039/z,16.892483
cae353f6-912b-47fe-863a-57e999677dda/0040/x,3.5044057
cae353f6-912b-47fe-863a-57e999677dda/0040/y,-0.9952602
cae353f6-912b-47fe-863a-57e999677dda/0040/z,17.221392
cae353f6-912b-47fe-863a-57e999677dda/0041/x,-13.343901
cae353f6-912b-47fe-863a-57e999677dda/0041/y,-1.3782375
cae353f6-912b-47fe-863a-57e999677dda/0041/z,41.335728
cae353f6-912b-47fe-863a-57e999677dda/0042/x,-6.3072114
cae353f6-912b-47fe-863a-57e999677dda/0042/y,-4.6861606
cae353f6-912b-47fe-863a-57e999677dda/0042/z,48.959755
cae353f6-912b-47fe-863a-57e999677dda/0043/x,-0.18277787
cae353f6-912b-47fe-863a-57e999677dda/0043/y,-5.149701
cae353f6-912b-47fe-863a-57e999677dda/0043/z,46.65275
cae353f6-912b-47fe-863a-57e999677dda/0044/x,3.9102416
cae353f6-912b-47fe-863a-57e999677dda/0044/y,-5.550125
cae353f6-912b-47fe-863a-57e999677dda/0044/z,43.385746
cae353f6-912b-47fe-863a-57e999677dda/0045/x,11.177258
cae353f6-912b-47fe-863a-57e999677dda/0045/y,-6.355463
cae353f6-912b-47fe-863a-57e999677dda/0045/z,38.633575
cae353f6-912b-47fe-863a-57e999677dda/0046/x,13.326314
cae353f6-912b-47fe-863a-57e999677dda/0046/y,-4.812738
cae353f6-912b-47fe-863a-57e999677dda/0046/z,35.32058
cae353f6-912b-47fe-863a-57e999677dda/0047/x,7.9048114
cae353f6-912b-47fe-863a-57e999677dda/0047/y,-5.137987
cae353f6-912b-47fe-863a-57e999677dda/0047/z,33.1574
cae353f6-912b-47fe-863a-57e999677dda/0048/x,0.8023602
cae353f6-912b-47fe-863a-57e999677dda/0048/y,-3.3093066
cae353f6-912b-47fe-863a-57e999677dda/0048/z,31.70877
cae353f6-912b-47fe-863a-57e999677dda/0049/x,1.8453126
cae353f6-912b-47fe-863a-57e999677dda/0049/y,-3.8096964
cae353f6-912b-47fe-863a-57e999677dda/0049/z,28.822462
cae353f6-912b-47fe-863a-57e999677dda/0050/x,9.394271
cae353f6-912b-47fe-863a-57e999677dda/0050/y,-3.316684
cae353f6-912b-47fe-863a-57e999677dda/0050/z,21.611536
cae353f6-912b-47fe-863a-57e999677dda/0051/x,1.3433269
cae353f6-912b-47fe-863a-57e999677dda/0051/y,-2.8384938
cae353f6-912b-47fe-863a-57e999677dda/0051/z,20.754057
cae353f6-912b-47fe-863a-57e999677dda/0052/x,0.92116165
cae353f6-912b-47fe-863a-57e999677dda/0052/y,-2.0924082
cae353f6-912b-47fe-863a-57e999677dda/0052/z,14.385678
cae353f6-912b-47fe-863a-57e999677dda/0053/x,0.8921123
cae353f6-912b-47fe-863a-57e999677dda/0053/y,-1.9418246
cae353f6-912b-47fe-863a-57e999677dda/0053/z,10.474401
cae353f6-912b-47fe-863a-57e999677dda/0054/x,0.98663044
cae353f6-912b-47fe-863a-57e999677dda/0054/y,-1.9273767
cae353f6-912b-47fe-863a-57e999677dda/0054/z,10.376874
cae353f6-912b-47fe-863a-57e999677dda/0055/x,1.3004311
cae353f6-912b-47fe-863a-57e999677dda/0055/y,-1.9256406
cae353f6-912b-47fe-863a-57e999677dda/0055/z,10.471904
cae353f6-912b-47fe-863a-57e999677dda/0056/x,3.92611
cae353f6-912b-47fe-863a-57e999677dda/0056/y,-1.7175725
cae353f6-912b-47fe-863a-57e999677dda/0056/z,9.027832
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0000/x,6.941423
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0000/y,-1.8347111
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0000/z,40.551655
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0002/x,6.4117107
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0002/y,-0.71732193
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0002/z,18.764511
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0006/x,3.1086664
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0006/y,0.3018347
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0006/z,2.115785
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0007/x,-6.7018523
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0007/y,0.073179886
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0007/z,5.732405
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0008/x,-30.004232
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0008/y,-1.9466965
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0008/z,35.545
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0009/x,0.7145716
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0009/y,-0.21638906
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0009/z,8.428349
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0010/x,-4.130371
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0010/y,0.21476254
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0010/z,4.5166354
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0011/x,1.6960086
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0011/y,-0.3175397
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0011/z,6.286204
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0012/x,1.2399826
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0012/y,-0.12393231
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0012/z,5.5476866
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0013/x,1.2399455
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0013/y,-0.128147
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0013/z,5.5475764
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0014/x,1.2399449
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0014/y,-0.12815893
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0014/z,5.547604
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0015/x,1.3257475
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0015/y,-0.17307039
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0015/z,6.0736637
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0016/x,0.5995105
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0016/y,-0.08206572
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0016/z,5.3838797
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0017/x,0.5995105
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0017/y,-0.08206572
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0017/z,5.3838797
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0018/x,0.5994156
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0018/y,-0.08206113
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0018/z,5.3838286
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0019/x,0.5995351
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0019/y,-0.08206727
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0019/z,5.383873
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0020/x,0.5994859
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0020/y,-0.08206783
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0020/z,5.383926
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0021/x,0.59951544
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0021/y,-0.08206512
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0021/z,5.383864
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0022/x,0.59951544
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0022/y,-0.08206512
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0022/z,5.383864
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0023/x,0.6099897
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0023/y,-0.09688987
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0023/z,5.7993116
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0024/x,2.0294776
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0024/y,-0.89975995
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0024/z,14.4140835
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0025/x,3.5741286
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0025/y,-0.8207241
ccee7f3b-68d4-42d0-bf8e-167bf0e99e08/0025/z,17.093262
ce8857e7-a098-4f2b-9afb-a81a16510821/0000/x,-0.6475513
ce8857e7-a098-4f2b-9afb-a81a16510821/0000/y,-0.61042404
ce8857e7-a098-4f2b-9afb-a81a16510821/0000/z,11.9526615
ce8857e7-a098-4f2b-9afb-a81a16510821/0001/x,-12.793414
ce8857e7-a098-4f2b-9afb-a81a16510821/0001/y,-1.1905087
ce8857e7-a098-4f2b-9afb-a81a16510821/0001/z,17.418024
ce8857e7-a098-4f2b-9afb-a81a16510821/0002/x,-11.156144
ce8857e7-a098-4f2b-9afb-a81a16510821/0002/y,-3.0205333
ce8857e7-a098-4f2b-9afb-a81a16510821/0002/z,29.019497
ce8857e7-a098-4f2b-9afb-a81a16510821/0003/x,-11.77276
ce8857e7-a098-4f2b-9afb-a81a16510821/0003/y,-1.1712221
ce8857e7-a098-4f2b-9afb-a81a16510821/0003/z,20.166042
ce8857e7-a098-4f2b-9afb-a81a16510821/0004/x,-11.592061
ce8857e7-a098-4f2b-9afb-a81a16510821/0004/y,-1.3133634
ce8857e7-a098-4f2b-9afb-a81a16510821/0004/z,25.22642
ce8857e7-a098-4f2b-9afb-a81a16510821/0006/x,-10.266035
ce8857e7-a098-4f2b-9afb-a81a16510821/0006/y,-1.4591215
ce8857e7-a098-4f2b-9afb-a81a16510821/0006/z,16.80075
ce8857e7-a098-4f2b-9afb-a81a16510821/0008/x,-11.367589
ce8857e7-a098-4f2b-9afb-a81a16510821/0008/y,-0.9651788
ce8857e7-a098-4f2b-9afb-a81a16510821/0008/z,11.902466
ce8857e7-a098-4f2b-9afb-a81a16510821/0009/x,-12.33497
ce8857e7-a098-4f2b-9afb-a81a16510821/0009/y,-4.034307
ce8857e7-a098-4f2b-9afb-a81a16510821/0009/z,46.598076
ce8857e7-a098-4f2b-9afb-a81a16510821/0010/x,-3.2195277
ce8857e7-a098-4f2b-9afb-a81a16510821/0010/y,-0.48777774
ce8857e7-a098-4f2b-9afb-a81a16510821/0010/z,9.453906
ce8857e7-a098-4f2b-9afb-a81a16510821/0011/x,-5.488633
ce8857e7-a098-4f2b-9afb-a81a16510821/0011/y,-2.2186458
ce8857e7-a098-4f2b-9afb-a81a16510821/0011/z,18.462296
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0000/x,3.103413
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0000/y,-3.5425105
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0000/z,46.112617
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0002/x,2.0869582
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0002/y,-1.0173472
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0002/z,19.875011
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0003/x,0.33280402
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0003/y,-1.7893214
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0003/z,29.721518
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0004/x,-0.66166466
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0004/y,-3.008668
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0004/z,41.6179
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0005/x,-2.8897982
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0005/y,-3.5248086
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0005/z,49.535564
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0010/x,0.80835027
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0010/y,-0.22314695
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0010/z,8.816958
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0011/x,1.0839243
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0011/y,-0.3871994
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0011/z,10.656263
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0012/x,-1.1284158
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0012/y,-1.266197
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0012/z,27.591568
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0016/x,-15.55307
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0016/y,-4.2809024
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0016/z,41.444145
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0018/x,-7.9343214
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0018/y,-0.9506807
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0018/z,27.185175
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0019/x,-7.086285
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0019/y,-2.3856804
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0019/z,43.363457
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0020/x,-10.559121
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0020/y,-0.9276569
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0020/z,16.43239
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0021/x,-11.787853
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0021/y,-1.0231248
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0021/z,14.291209
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0023/x,-10.948355
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0023/y,-1.718451
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0023/z,24.502672
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0024/x,-10.102397
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0024/y,-2.4690351
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0024/z,33.584515
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0025/x,-10.5846405
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0025/y,-0.95066863
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0025/z,15.582341
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0026/x,-9.616911
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0026/y,-1.9909759
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0026/z,25.794369
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0027/x,-10.040094
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0027/y,-0.7764442
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0027/z,11.727842
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0028/x,-10.198614
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0028/y,-3.783622
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0028/z,45.961777
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0029/x,-10.683056
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0029/y,-3.4119616
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0029/z,44.74161
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0030/x,-8.853742
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0030/y,-0.9250446
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0030/z,16.089228
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0031/x,-9.2409725
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0031/y,-1.2817514
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0031/z,20.09673
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0032/x,-8.736488
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0032/y,-1.6970751
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0032/z,24.099352
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0033/x,-3.6577947
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0033/y,-3.2993627
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0033/z,41.096954
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0034/x,-9.168616
cf0c98ae-99f3-43c8-b615-0638eefbfaad/0034/y,-1.1215957
